target_coordinates	gene_name	transcript_id	Strand
chr10:122400343-122400388	PLEKHA1	ENST00000368990	+
chr17:14102118-14102242	COX10	ENST00000261643	+
chr7:100859050-100859161	SLC12A9	ENST00000354161	+
chr18:62157129-62157227	PIGN	ENST00000640252	-
chr1:167919979-167920090	MPC2	ENST00000271373	-
chr10:14854125-14854280	HSPA14	ENST00000378372	+
chr17:8145958-8146137	PER1	ENST00000317276	-
chr6:99375940-99376182	COQ3	ENST00000254759	-
chr17:47137152-47137360	CDC27	ENST00000066544	-
chr5:77437336-77437424	WDR41	ENST00000296679	-
chr6:25914580-25914670	SLC17A2	ENST00000377850	-
chr17:42909303-42909418	G6PC1	ENST00000253801	+
chr12:109262357-109262469	ACACB	ENST00000338432	+
chr5:77438240-77438361	WDR41	ENST00000296679	-
chr5:77464761-77464809	WDR41	ENST00000296679	-
chr15:89191080-89191149	ABHD2	ENST00000352732	+
chr6:30345491-30345573	RPP21	ENST00000442966	+
chr16:1662761-1662835	CRAMP1	ENST00000397412	+
chr9:137267240-137267346	NELFB	ENST00000343053	+
chr19:1026977-1027074	CNN2	ENST00000562015	+
chr6:3015530-3015643	NQO2	ENST00000380455	+
chr19:45701798-45701914	QPCTL	ENST00000012049	+
chr11:125578133-125578257	EI24	ENST00000278903	+
chr6:30061917-30062017	POLR1H	ENST00000332435	+
chr8:23258330-23258449	CHMP7	ENST00000397677	+
chr17:76040903-76040978	SRP68	ENST00000307877	-
chr11:251820-251936	PSMD13	ENST00000532097	+
chr19:1057314-1057429	ABCA7	ENST00000263094	+
chr6:30624883-30624942	MRPS18B	ENST00000259873	+
chr6:30742147-30742203	FLOT1	ENST00000376389	-
chr19:9828327-9828393	UBL5	ENST00000586895	+
chr5:123001940-123002004	SNX24	ENST00000261369	+
chr22:20818483-20818549	PI4KA	ENST00000255882	-
chr1:23081446-23081573	KDM1A	ENST00000400181	+
chr5:36163645-36163756	SKP2	ENST00000274255	+
chr3:12611950-12612062	RAF1	ENST00000251849	-
chr6:30656198-30656265	DHX16	ENST00000376442	-
chr9:128267934-128267997	GOLGA2	ENST00000611957	-
chr17:28620509-28620630	BLTP2	ENST00000528896	-
chr16:28826240-28826390	ATXN2L	ENST00000336783	+
chr17:18247657-18247848	FLII	ENST00000327031	-
chr11:836251-836442	CD151	ENST00000397420	+
chr17:75703311-75703371	SAP30BP	ENST00000584667	+
chr2:217808603-217808671	TNS1	ENST00000682258	-
chr17:38806297-38806395	CWC25	ENST00000614790	-
chr22:30949752-30949842	MORC2	ENST00000397641	-
chr10:58363609-58363686	UBE2D1	ENST00000373910	+
chr17:61895315-61895383	INTS2	ENST00000251334	-
chr17:38784243-38784339	PIP4K2B	ENST00000619039	-
chr20:31561634-31561736	HM13	ENST00000398174	+
chr10:5913747-5913839	FBH1	ENST00000362091	+
chr12:56606633-56606733	BAZ2A	ENST00000549884	-
chr17:75813078-75813213	UNK	ENST00000589666	+
chr19:49525457-49525573	FCGRT	ENST00000221466	+
chr10:5918342-5918478	FBH1	ENST00000362091	+
chr6:110413291-110413466	DDO	ENST00000368924	-
chr17:75815169-75815253	UNK	ENST00000589666	+
chr20:35007550-35007640	TRPC4AP	ENST00000252015	-
chr9:131528944-131529038	UCK1	ENST00000372215	-
chr6:11005372-11005559	ELOVL2	ENST00000354666	-
chr2:69400364-69400538	NFU1	ENST00000410022	-
chr17:82625389-82625483	WDR45B	ENST00000392325	-
chr12:120168208-120168300	GCN1	ENST00000300648	-
chr17:18308351-18308424	TOP3A	ENST00000321105	-
chr8:33497232-33497297	MAK16	ENST00000360128	+
chr17:76391756-76391813	UBE2O	ENST00000319380	-
chr3:52442559-52442621	SEMA3G	ENST00000231721	-
chr1:52359250-52359357	CC2D1B	ENST00000284376	-
chr7:143264992-143265092	GSTK1	ENST00000358406	+
chr11:126268003-126268086	SRPRA	ENST00000332118	-
chr2:219180670-219180754	RETREG2	ENST00000430297	+
chr17:75630619-75630692	RECQL5	ENST00000317905	-
chr3:53342144-53342271	DCP1A	ENST00000610213	-
chr17:39440386-39440518	MED1	ENST00000300651	-
chr17:48848322-48848455	CALCOCO2	ENST00000258947	+
chr17:39423697-39423821	MED1	ENST00000300651	-
chr12:56643837-56643958	ATP5F1B	ENST00000262030	-
chr18:51058340-51058456	SMAD4	ENST00000342988	+
chr12:56328238-56328358	PAN2	ENST00000440411	-
chr2:219386892-219386948	DNPEP	ENST00000373972	-
chr17:76061492-76061574	SRP68	ENST00000307877	-
chr17:51280005-51280105	UTP18	ENST00000225298	+
chr17:7586899-7587017	MPDU1	ENST00000250124	+
chr6:31943416-31943527	ENSG00000244255	ENST00000456570	+
chr5:138341809-138341866	FAM53C	ENST00000239906	+
chr11:45948886-45948946	PHF21A	ENST00000676320	-
chr17:28919143-28919275	PHF12	ENST00000332830	-
chr17:7631879-7632015	SHBG	ENST00000380450	+
chr18:51058125-51058244	SMAD4	ENST00000342988	+
chr1:186318733-186318828	TPR	ENST00000367478	-
chr17:75516746-75516910	TSEN54	ENST00000333213	+
chr1:1051453-1051645	AGRN	ENST00000379370	+
chr5:163439257-163439520	CCNG1	ENST00000340828	+
chr6:111379982-111380219	REV3L	ENST00000368802	-
chr4:23824463-23824508	PPARGC1A	ENST00000264867	-
chr6:144516229-144516387	UTRN	ENST00000367545	+
chr2:169810283-169810423	SSB	ENST00000260956	+
chr17:18061845-18061975	GID4	ENST00000268719	+
chr4:70836158-70836314	GRSF1	ENST00000254799	-
chr19:52093846-52093971	ZNF841	ENST00000594440	-
chr11:17147517-17147628	PIK3C2A	ENST00000691414	-
chr18:32124734-32124845	RNF138	ENST00000261593	+
chr19:35059874-35059996	HPN	ENST00000672452	+
chr6:15651313-15651363	DTNBP1	ENST00000344537	-
chr14:30722494-30722559	SCFD1	ENST00000458591	+
chr17:7224146-7224243	ACADVL	ENST00000356839	+
chr3:184382856-184382938	CHRD	ENST00000204604	+
chr5:141644859-141644942	FCHSD1	ENST00000435817	-
chr14:74292551-74292642	ABCD4	ENST00000356924	-
chr11:18351881-18351969	GTF2H1	ENST00000265963	+
chr9:121183311-121183398	RAB14	ENST00000373840	-
chr5:132889079-132889173	AFF4	ENST00000265343	-
chr3:154306216-154306295	DHX36	ENST00000496811	-
chr20:63963342-63963440	ZNF512B	ENST00000369888	-
chr10:77985903-77985985	POLR3A	ENST00000372371	-
chr17:75267746-75267901	MIF4GD	ENST00000325102	-
chr17:35107366-35107447	RAD51D	ENST00000345365	-
chr22:31602212-31602293	SFI1	ENST00000400288	+
chr10:46016540-46016694	NCOA4	ENST00000581486	-
chr7:105146493-105146658	SRPK2	ENST00000393651	-
chr11:108049890-108050066	CUL5	ENST00000393094	+
chr8:55795978-55796152	TGS1	ENST00000260129	+
chr8:73688654-73688813	STAU2	ENST00000524300	-
chr6:87541918-87541994	RARS2	ENST00000369536	-
chr17:4032828-4033002	ZZEF1	ENST00000381638	-
chr1:26762152-26762319	ARID1A	ENST00000324856	+
chr11:17101278-17101434	PIK3C2A	ENST00000691414	-
chr17:40929940-40930096	KRT23	ENST00000209718	-
chr5:96909580-96909764	ERAP2	ENST00000437043	+
chr2:101874082-101874252	MAP4K4	ENST00000324219	+
chr10:45751482-45751553	WASHC2C	ENST00000623400	+
chr16:89225555-89225631	ZNF778	ENST00000433976	+
chr17:82630921-82631022	WDR45B	ENST00000392325	-
chr14:102986487-102986580	CDC42BPB	ENST00000361246	-
chr10:45759315-45759401	WASHC2C	ENST00000623400	+
chr10:46015126-46015266	NCOA4	ENST00000581486	-
chr11:125612592-125612747	STT3A	ENST00000392708	+
chr17:78097745-78097861	TNRC6C	ENST00000696270	+
chr19:11110652-11110771	LDLR	ENST00000558518	+
chr9:114236981-114237034	COL27A1	ENST00000356083	+
chr9:114242187-114242231	COL27A1	ENST00000356083	+
chr17:51193428-51193510	MBTD1	ENST00000586178	-
chr6:89854817-89854917	CASP8AP2	ENST00000551025	+
chr6:8041139-8041268	BLOC1S5	ENST00000397457	-
chr11:36276137-36276240	COMMD9	ENST00000263401	-
chr3:52743352-52743461	NEK4	ENST00000233027	-
chr17:39986575-39986712	PSMD3	ENST00000264639	+
chr11:118235424-118235589	MPZL3	ENST00000278949	-
chr3:185614564-185614740	SENP2	ENST00000296257	+
chr17:76088060-76088122	EXOC7	ENST00000589210	-
chr9:128790735-128790775	TBC1D13	ENST00000372648	+
chr11:119097855-119098043	DPAGT1	ENST00000354202	-
chr22:20799093-20799276	PI4KA	ENST00000255882	-
chr17:21028542-21028674	USP22	ENST00000261497	-
chr11:121470007-121470123	SORL1	ENST00000260197	+
chr11:114443856-114443933	REXO2	ENST00000265881	+
chr8:22532225-22532306	PPP3CC	ENST00000240139	+
chr6:43055545-43055618	MRPL2	ENST00000388752	-
chr3:50115906-50115980	RBM5	ENST00000347869	+
chr17:44212344-44212454	UBTF	ENST00000436088	-
chr9:137564893-137564958	DPH7	ENST00000277540	-
chr22:31096998-31097060	SMTN	ENST00000333137	+
chr17:5380364-5380462	RABEP1	ENST00000537505	+
chr16:84762989-84763088	USP10	ENST00000219473	+
chr19:1036416-1036562	CNN2	ENST00000263097	+
chr17:19664948-19665047	ALDH3A2	ENST00000176643	+
chr15:72217409-72217500	PKM	ENST00000335181	-
chr17:44211290-44211331	UBTF	ENST00000436088	-
chr11:64244930-64244962	PPP1R14B	ENST00000309318	-
chr17:47945559-47945612	PNPO	ENST00000642017	+
chr5:53078772-53078874	ITGA2	ENST00000296585	+
chrY:20582590-20582693	EIF1AY	ENST00000361365	+
chr16:85780379-85780473	EMC8	ENST00000253457	-
chr17:36514446-36514548	MYO19	ENST00000614623	-
chr10:101782258-101782351	NPM3	ENST00000370110	-
chr11:119097464-119097551	DPAGT1	ENST00000354202	-
chr6:30340272-30340361	TRIM39	ENST00000376656	+
chr7:100113349-100113405	TAF6	ENST00000453269	-
chr1:40307703-40307756	COL9A2	ENST00000372748	-
chr17:51195214-51195361	MBTD1	ENST00000586178	-
chr1:229477597-229477760	NUP133	ENST00000261396	-
chr9:17719-17855	WASHC1	ENST00000696149	-
chr6:43071852-43071922	KLC4	ENST00000347162	+
chr11:6682747-6682815	MRPL17	ENST00000288937	-
chr6:43055897-43056007	MRPL2	ENST00000388752	-
chr16:53494839-53494955	AKTIP	ENST00000568022	-
chr10:109870731-109870904	XPNPEP1	ENST00000502935	-
chr11:16753884-16754035	C11orf58	ENST00000528634	+
chr6:49470159-49470278	CENPQ	ENST00000335783	+
chr8:89971173-89971290	NBN	ENST00000265433	-
chr17:2336037-2336140	TSR1	ENST00000301364	-
chr1:154552736-154552820	UBE2Q1	ENST00000292211	-
chr1:154551921-154551979	UBE2Q1	ENST00000292211	-
chr17:49311927-49312042	ZNF652	ENST00000430262	-
chr2:241267592-241267708	HDLBP	ENST00000420451	-
chr11:117387203-117387412	CEP164	ENST00000278935	+
chr20:35134738-35134949	EDEM2	ENST00000374492	-
chr12:64485455-64485513	TBK1	ENST00000331710	+
chr17:49311312-49311456	ZNF652	ENST00000430262	-
chr12:112489024-112489175	PTPN11	ENST00000351677	+
chr11:117282746-117282850	RNF214	ENST00000300650	+
chr14:20356590-20356689	PARP2	ENST00000429687	+
chr4:99550885-99550990	TRMT10A	ENST00000394876	-
chr13:46784252-46784350	ESD	ENST00000378720	-
chr5:177096287-177096357	FGFR4	ENST00000292408	+
chr10:32922257-32922346	ITGB1	ENST00000302278	-
chr11:117382796-117382942	CEP164	ENST00000278935	+
chr4:99141541-99141682	ADH4	ENST00000265512	-
chr12:57184326-57184452	LRP1	ENST00000243077	+
chr17:19567096-19567228	SLC47A1	ENST00000270570	+
chr1:19230844-19230963	EMC1	ENST00000477853	-
chr4:99139061-99139148	ADH4	ENST00000265512	-
chr5:95509594-95509687	SKIC3	ENST00000358746	-
chr11:114444541-114444652	REXO2	ENST00000265881	+
chr12:53019910-53020026	EIF4B	ENST00000262056	+
chr5:102270624-102270806	SLCO4C1	ENST00000310954	-
chr4:99930450-99930621	DNAJB14	ENST00000442697	-
chr17:45112863-45113012	PLCD3	ENST00000619929	-
chr17:18234273-18234408	LLGL1	ENST00000316843	+
chr3:119912704-119912810	GSK3B	ENST00000264235	-
chr1:226982894-226983034	COQ8A	ENST00000366777	+
chr5:62402036-62402122	DIMT1	ENST00000199320	-
chr14:22950314-22950410	HAUS4	ENST00000541587	-
chrY:12856633-12856845	USP9Y	ENST00000338981	+
chrX:41229567-41229779	USP9X	ENST00000378308	+
chr17:27310061-27310174	WSB1	ENST00000262394	+
chr2:215382212-215382325	FN1	ENST00000354785	-
chr12:105115184-105115229	WASHC4	ENST00000332180	+
chr7:100113616-100113769	TAF6	ENST00000453269	-
chr6:109447073-109447229	MICAL1	ENST00000358807	-
chr5:10397293-10397344	MARCHF6	ENST00000274140	+
chr2:112760713-112760764	CKAP2L	ENST00000302450	-
chr6:31935923-31936061	C2	ENST00000299367	+
chr15:60349075-60349197	ANXA2	ENST00000451270	-
chr17:18867282-18867334	PRPSAP2	ENST00000268835	+
chr16:24929613-24929660	ARHGAP17	ENST00000571406	-
chr22:37956773-37956842	POLR2F	ENST00000442738	+
chr6:31934166-31934299	C2	ENST00000299367	+
chr5:132824615-132824821	SHROOM1	ENST00000378679	-
chrX:70406259-70406354	KIF4A	ENST00000374403	+
chr18:62838784-62838909	PHLPP1	ENST00000262719	+
chr18:12535476-12535601	SPIRE1	ENST00000409402	-
chr14:104886040-104886130	CEP170B	ENST00000414716	+
chr19:13919818-13919951	CC2D1A	ENST00000318003	+
chr5:109820220-109820342	MAN2A1	ENST00000261483	+
chr2:53925539-53925689	PSME4	ENST00000404125	-
chr17:81567417-81567533	NPLOC4	ENST00000331134	-
chr20:32159992-32160111	TM9SF4	ENST00000398022	+
chr18:2544653-2544759	METTL4	ENST00000574538	-
chr7:135600870-135600969	NUP205	ENST00000285968	+
chr9:131459164-131459356	PRRC2B	ENST00000683519	+
chr1:16253635-16253731	FBXO42	ENST00000375592	-
chr17:81569016-81569111	NPLOC4	ENST00000331134	-
chr17:42519492-42519565	ATP6V0A1	ENST00000703902	+
chr5:176578034-176578095	CDHR2	ENST00000261944	+
chr17:7313029-7313097	GPS2	ENST00000573684	-
chr5:38931883-38931964	OSMR	ENST00000274276	+
chr6:132790785-132790865	SLC18B1	ENST00000647932	-
chr5:37307297-37307432	NUP155	ENST00000231498	-
chr8:125047207-125047331	WASHC5	ENST00000318410	-
chr6:31784214-31784308	VARS1	ENST00000375663	-
chr5:55964146-55964312	IL6ST	ENST00000381298	-
chr16:53267294-53267490	CHD9	ENST00000447540	+
chr10:125853961-125854203	DHX32	ENST00000284690	-
chr1:175004614-175004833	CACYBP	ENST00000367679	+
chr17:81690182-81690234	HGS	ENST00000329138	+
chr5:55969550-55969855	IL6ST	ENST00000381298	-
chr2:111834604-111834872	ANAPC1	ENST00000341068	-
chr18:70006381-70006484	RTTN	ENST00000640769	-
chr11:117159934-117160023	PAFAH1B2	ENST00000527958	+
chr5:149240676-149240774	ABLIM3	ENST00000309868	+
chr20:63278899-63278995	ARFGAP1	ENST00000370283	+
chr5:178224642-178224729	PHYKPL	ENST00000308158	-
chr17:7701459-7701549	WRAP53	ENST00000396463	+
chr16:87756399-87756477	KLHDC4	ENST00000270583	-
chr6:28230402-28230488	ZSCAN9	ENST00000527844	+
chr10:118341727-118341927	FAM204A	ENST00000369183	-
chr10:27240319-27240484	ACBD5	ENST00000396271	-
chr17:44210792-44210947	UBTF	ENST00000436088	-
chr8:144413237-144413389	SLC39A4	ENST00000301305	-
chr9:130632202-130632278	FUBP3	ENST00000319725	+
chr19:1418666-1418731	DAZAP1	ENST00000233078	+
chr1:154947982-154948005	PBXIP1	ENST00000368463	-
chr5:53073118-53073259	ITGA2	ENST00000296585	+
chr18:36142826-36142966	ELP2	ENST00000358232	+
chr6:109445197-109445290	MICAL1	ENST00000358807	-
chr17:55407746-55407820	MMD	ENST00000262065	-
chr2:202210735-202210806	SUMO1	ENST00000392246	-
chr10:12001676-12001825	UPF2	ENST00000357604	-
chr11:108052660-108052801	CUL5	ENST00000393094	+
chr5:171391706-171391799	NPM1	ENST00000296930	+
chr5:123384951-123385133	CEP120	ENST00000306467	-
chr10:120905876-120906021	WDR11	ENST00000263461	+
chr10:102158049-102158214	NOLC1	ENST00000605788	+
chr6:34247467-34247492	SMIM29	ENST00000476320	-
chr2:27312214-27312246	MPV17	ENST00000380044	-
chr17:2467761-2467876	METTL16	ENST00000263092	-
chr14:20320288-20320392	CCNB1IP1	ENST00000556563	-
chr18:12429350-12429436	PRELID3A	ENST00000440960	+
chr5:151119300-151119390	ANXA6	ENST00000354546	-
chr3:143054943-143055119	U2SURP	ENST00000473835	+
chrX:48824166-48824294	HDAC6	ENST00000334136	+
chr1:1636682-1636798	CDK11B	ENST00000341832	-
chr6:111365265-111365344	REV3L	ENST00000368802	-
chr3:143034888-143034975	U2SURP	ENST00000473835	+
chr2:86080816-86080978	POLR1A	ENST00000263857	-
chr17:35833907-35833941	TAF15	ENST00000605844	+
chr5:137988274-137988315	FAM13B	ENST00000689681	-
chr10:73519797-73519992	USP54	ENST00000687698	-
chr7:148813959-148814137	EZH2	ENST00000320356	-
chr10:73520908-73521027	USP54	ENST00000687698	-
chr11:125575305-125575408	EI24	ENST00000534546	+
chr12:121894739-121894841	PSMD9	ENST00000541212	+
chr11:57560337-57560432	UBE2L6	ENST00000287156	-
chr1:46571417-46571539	MKNK1	ENST00000371946	-
chr5:146131019-146131109	LARS1	ENST00000394434	-
chr5:98894597-98894686	CHD1	ENST00000614616	-
chr5:95503814-95503938	SKIC3	ENST00000358746	-
chr2:201710991-201711108	ALS2	ENST00000264276	-
chr2:86045278-86045360	POLR1A	ENST00000263857	-
chr14:74287810-74287886	ABCD4	ENST00000356924	-
chr5:1093533-1093655	SLC12A7	ENST00000264930	-
chr2:86044139-86044304	POLR1A	ENST00000263857	-
chr5:6631873-6631977	NSUN2	ENST00000264670	-
chr1:214318859-214318983	SMYD2	ENST00000366957	+
chr9:33956079-33956146	UBAP2	ENST00000379238	-
chr22:42826940-42826999	ARFGAP3	ENST00000263245	-
chr3:9697711-9697866	MTMR14	ENST00000296003	+
chr16:10933844-10934004	DEXI	ENST00000469379	-
chrX:71134357-71134466	MED12	ENST00000374080	+
chr20:43570617-43570729	SGK2	ENST00000373100	+
chr5:32233773-32233934	MTMR12	ENST00000382142	-
chr22:46275248-46275421	TTC38	ENST00000381031	+
chr12:131764456-131764686	SFSWAP	ENST00000261674	+
chr15:22851639-22851870	NIPA2	ENST00000337451	+
chr17:60294683-60294801	USP32	ENST00000300896	-
chr9:132401455-132402828	TTF1	ENST00000334270	-
chr17:59698871-59700189	PTRH2	ENST00000409433	-
chr1:121177208-121177332	FAM72B	ENST00000369390	-
chr1:169523801-169523904	F5	ENST00000367797	-
chr11:10804913-10805015	EIF4G2	ENST00000339995	-
chr5:140677908-140678015	HARS1	ENST00000504156	-
chr6:109451600-109451700	MICAL1	ENST00000358807	-
chr16:55820372-55820479	CES1	ENST00000360526	-
chr9:135866456-135866536	CAMSAP1	ENST00000389532	-
chr1:15943399-15943519	ZBTB17	ENST00000375743	-
chr16:1767805-1767918	MAPK8IP3	ENST00000610761	+
chr17:50461242-50461370	ACSF2	ENST00000300441	+
chr22:37024192-37024810	MPST	ENST00000429360	+
chr7:33351219-33351323	BBS9	ENST00000242067	+
chr6:7400958-7401050	RIOK1	ENST00000379834	+
chr19:49997504-49997570	VRK3	ENST00000316763	-
chr17:56899115-56899180	TRIM25	ENST00000316881	-
chr12:27376346-27376387	BMAL2	ENST00000266503	+
chr2:26269953-26269997	HADHB	ENST00000317799	+
chrX:11761500-11761582	MSL3	ENST00000312196	+
chr7:87164254-87164331	DMTF1	ENST00000453049	+
chr19:10702116-10702254	QTRT1	ENST00000250237	+
chr19:13109550-13109684	TRMT1	ENST00000357720	-
chr22:40310817-40310993	TNRC6B	ENST00000454349	+
chr3:179764002-179764168	USP13	ENST00000263966	+
chr9:128190329-128190444	CIZ1	ENST00000372938	-
chr1:58689038-58689116	MYSM1	ENST00000472487	-
chr22:20395333-20395418	ZNF74	ENST00000400451	+
chr17:63772777-63772863	CCDC47	ENST00000403162	-
chr9:127804499-127804552	FPGS	ENST00000373247	+
chr11:34082955-34083041	CAPRIN1	ENST00000341394	+
chr5:176494184-176494275	FAF2	ENST00000261942	+
chr9:35076971-35077101	FANCG	ENST00000378643	-
chr12:56087795-56087913	ERBB3	ENST00000267101	+
chr13:29517144-29517310	SLC7A1	ENST00000380752	-
chr3:169985805-169985865	SEC62	ENST00000337002	+
chr2:117973908-117973994	CCDC93	ENST00000376300	-
chr17:551872-551950	VPS53	ENST00000437048	-
chr13:52156075-52156248	NEK3	ENST00000610828	-
chr22:31458475-31458650	EIF4ENIF1	ENST00000330125	-
chr13:52153895-52153992	NEK3	ENST00000610828	-
chr1:171523435-171523522	PRRC2C	ENST00000647382	+
chr13:52135729-52135863	NEK3	ENST00000610828	-
chr14:70592880-70593009	MED6	ENST00000430055	-
chr11:65624925-65625016	PCNX3	ENST00000355703	+
chr1:36259382-36259484	THRAP3	ENST00000354618	+
chr1:24797742-24797851	CLIC4	ENST00000374379	+
chr3:33065463-33065557	GLB1	ENST00000307363	-
chr1:32226171-32226320	EIF3I	ENST00000677711	+
chr10:99403724-99403874	GOT1	ENST00000370508	-
chr1:155254084-155254194	ENTREP3	ENST00000361361	-
chrX:119581507-119581596	UBE2A	ENST00000371558	+
chr2:113198740-113198884	PSD4	ENST00000245796	+
chr17:75506984-75507129	CASKIN2	ENST00000321617	-
chr2:108487699-108487820	GCC2	ENST00000309863	+
chr2:196775116-196775251	GTF3C3	ENST00000263956	-
chr4:113372533-113372625	ANK2	ENST00000671793	+
chr6:30923353-30923505	VARS2	ENST00000676266	+
chr11:65186170-65186338	CAPN1	ENST00000279247	+
chr6:30920089-30920216	VARS2	ENST00000676266	+
chr20:34921330-34921462	ACSS2	ENST00000360596	+
chr1:90022250-90022345	ZNF326	ENST00000340281	+
chr10:102138619-102138765	PPRC1	ENST00000278070	+
chr10:102143045-102143098	PPRC1	ENST00000278070	+
chr14:75779575-75779702	TTLL5	ENST00000298832	+
chr10:92016340-92016465	BTAF1	ENST00000265990	+
chr12:120138323-120138415	GCN1	ENST00000300648	-
chr17:4943179-4943284	RNF167	ENST00000262482	+
chr14:21022062-21022165	NDRG2	ENST00000553563	-
chr12:56099838-56100029	ERBB3	ENST00000267101	+
chr17:4943426-4943519	RNF167	ENST00000262482	+
chr2:97760593-97760689	TMEM131	ENST00000186436	-
chr1:31918970-31919658	PTP4A2	ENST00000647444	-
chr20:35507738-35507851	CEP250	ENST00000397527	+
chr7:44117943-44118064	POLD2	ENST00000610533	-
chr19:799413-799443	PTBP1	ENST00000356948	+
chr20:63282819-63282851	ARFGAP1	ENST00000370283	+
chr19:805492-805569	PTBP1	ENST00000356948	+
chr8:143821597-143821686	PUF60	ENST00000526683	-
chrX:53545029-53545161	HUWE1	ENST00000262854	-
chr11:66056838-66056955	SF3B2	ENST00000322535	+
chr19:11128008-11128085	LDLR	ENST00000558518	+
chr17:81560562-81560629	NPLOC4	ENST00000571714	-
chr20:35496577-35496715	CEP250	ENST00000397527	+
chr17:32933174-32933305	TMEM98	ENST00000579849	+
chr20:34294081-34294156	AHCY	ENST00000217426	-
chr6:43513069-43513200	YIPF3	ENST00000372422	-
chr18:50284720-50284839	CXXC1	ENST00000412036	-
chr1:20765377-20765531	HP1BP3	ENST00000438032	-
chr21:46425831-46425971	PCNT	ENST00000359568	+
chr16:84183076-84183149	TAF1C	ENST00000566732	-
chr18:50274977-50275045	MBD1	ENST00000269468	-
chr10:5915403-5915571	FBH1	ENST00000362091	+
chr17:44741336-44741452	DBF4B	ENST00000315005	+
chr22:30352951-30353072	SF3A1	ENST00000215793	-
chrX:53562831-53562929	HUWE1	ENST00000262854	-
chr11:65886322-65886422	FIBP	ENST00000357519	-
